BasketballDrill__QP_32_nF_32_MSizeL1_8192_AssL1_1_MSizeLL_4194304_AssLL_1_Word_32	Instruction Read	Data Read	Data Write	 L1 Instruction Misses (Read)	L1 Data Misses (Read)	L1 Data Misses (Write)	LL Instruction Misses (Read)	LL Data Misses (Read)	LL Data Misses (Write)	Intruction Hits (Read)	Data Hits (Read)	Data Hits(Write)	L1 Miss Rate	L1 Instruction Miss Rate	L1 Data Miss Rate	LL Miss Rate	LL Instruction Miss Rate	LL Data Miss Rate
TEncCfg::xCheckGSParameters	41	12	5	4	2	0	4	0	0	33	10	5	10.3448275862 %	9.75609756098 %	11.7647058824 %	6.89655172414 %	9.75609756098 %	0.0 %
df::program_options_lite::Option<double>::setDefault	40	32	8	1	6	2	1	0	0	38	26	6	11.25 %	2.5 %	20.0 %	1.25 %	2.5 %	0.0 %
/build/buildd/eglibc-2.19/ctype/ctype.c:isspace	40	24	4	1	7	0	1	0	0	38	17	4	11.7647058824 %	2.5 %	25.0 %	1.47058823529 %	2.5 %	0.0 %
/build/buildd/eglibc-2.19/libio/iofopen.c:__fopen_maybe_mmap	40	20	10	6	0	0	2	0	0	32	20	10	8.57142857143 %	15.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
/build/buildd/eglibc-2.19/libio/genops.c:_IO_unsave_markers	40	20	0	6	4	0	4	2	0	30	14	0	0 %	0 %	0 %	0 %	0 %	0 %
/build/buildd/eglibc-2.19/io/../sysdeps/unix/syscall-template.S:__close_nocancel	40	15	5	3	0	0	2	0	0	35	15	5	5.0 %	7.5 %	0.0 %	3.33333333333 %	5.0 %	0.0 %
getListOfColourSpaceConverts	40	12	14	5	1	0	2	0	0	33	11	14	9.09090909091 %	12.5 %	3.84615384615 %	3.0303030303 %	5.0 %	0.0 %
TComScalingList::TComScalingList	39	9	15	2	0	2	2	0	1	35	9	12	6.34920634921 %	5.12820512821 %	8.33333333333 %	4.7619047619 %	5.12820512821 %	4.16666666667 %
/build/buildd/eglibc-2.19/stdlib/strtol.c:strtoul	38	16	16	2	3	0	2	0	0	34	13	16	7.14285714286 %	5.26315789474 %	9.375 %	2.85714285714 %	5.26315789474 %	0.0 %
/build/buildd/eglibc-2.19/libio/genops.c:_IO_doallocbuf	38	14	9	4	1	2	2	0	0	32	13	7	11.4754098361 %	10.5263157895 %	13.0434782609 %	3.27868852459 %	5.26315789474 %	0.0 %
TVideoIOYuv::close	38	12	12	3	1	0	3	0	0	32	11	12	6.45161290323 %	7.89473684211 %	4.16666666667 %	4.83870967742 %	7.89473684211 %	0.0 %
/build/buildd/eglibc-2.19/elf/rtld.c:do_preload	38	9	15	2	0	0	2	0	0	34	9	15	3.22580645161 %	5.26315789474 %	0.0 %	3.22580645161 %	5.26315789474 %	0.0 %
0x00046df0	38	8	20	2	1	0	2	0	0	34	7	20	4.54545454545 %	5.26315789474 %	3.57142857143 %	3.0303030303 %	5.26315789474 %	0.0 %
__gnu_cxx::stdio_sync_filebuf<wchar_t,	36	15	12	0	2	0	0	2	0	36	11	12	3.1746031746 %	0.0 %	7.40740740741 %	3.1746031746 %	0.0 %	7.40740740741 %
/build/buildd/eglibc-2.19/elf/dl-minimal.c:free	36	15	9	2	0	0	1	0	0	33	15	9	3.33333333333 %	5.55555555556 %	0.0 %	1.66666666667 %	2.77777777778 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-tls.c:_dl_next_tls_modid	36	14	12	2	2	1	2	0	1	32	12	10	8.06451612903 %	5.55555555556 %	11.5384615385 %	4.83870967742 %	5.55555555556 %	3.84615384615 %
TComLoopFilter::create	36	12	18	2	0	0	2	0	0	32	12	18	3.0303030303 %	5.55555555556 %	0.0 %	3.0303030303 %	5.55555555556 %	0.0 %
/build/buildd/eglibc-2.19/csu/../sysdeps/x86_64/multiarch/init-arch.c:__get_cpu_features	36	12	8	2	1	0	2	0	0	32	11	8	5.35714285714 %	5.55555555556 %	5.0 %	3.57142857143 %	5.55555555556 %	0.0 %
/build/buildd/eglibc-2.19/debug/../libio/libioP.h:__fprintf_chk	36	9	12	1	0	0	1	0	0	34	9	12	1.75438596491 %	2.77777777778 %	0.0 %	1.75438596491 %	2.77777777778 %	0.0 %
/build/buildd/eglibc-2.19/elf/../sysdeps/i386/dl-irel.h:_dl_fixup	36	0	12	6	0	0	2	0	0	28	0	12	0 %	0 %	0 %	0 %	0 %	0 %
TEncAnalyze::~TEncAnalyze	35	10	10	2	0	5	2	0	3	31	10	2	12.7272727273 %	5.71428571429 %	25.0 %	9.09090909091 %	5.71428571429 %	15.0 %
TComSPS::~TComSPS	35	9	14	2	2	3	2	1	3	31	6	8	12.0689655172 %	5.71428571429 %	21.7391304348 %	10.3448275862 %	5.71428571429 %	17.3913043478 %
std::__timepunct<char>::__timepunct	34	12	15	4	2	1	4	0	1	26	10	13	11.4754098361 %	11.7647058824 %	11.1111111111 %	8.19672131148 %	11.7647058824 %	3.7037037037 %
std::__timepunct<wchar_t>::__timepunct	34	12	15	4	1	0	4	0	0	26	11	15	8.19672131148 %	11.7647058824 %	3.7037037037 %	6.55737704918 %	11.7647058824 %	0.0 %
/build/buildd/eglibc-2.19/locale/newlocale.c:newlocale	34	12	6	5	1	1	5	0	0	24	11	5	13.4615384615 %	14.7058823529 %	11.1111111111 %	9.61538461538 %	14.7058823529 %	0.0 %
/build/buildd/eglibc-2.19/csu/init-first.c:_init	33	13	13	3	5	5	3	0	4	27	8	4	22.0338983051 %	9.09090909091 %	38.4615384615 %	11.8644067797 %	9.09090909091 %	15.3846153846 %
TEncCavlc::resetEntropy	32	32	0	0	0	0	0	0	0	32	32	0	0 %	0 %	0 %	0 %	0 %	0 %
/build/buildd/eglibc-2.19/libio/genops.c:_IO_default_setbuf	32	8	16	3	0	0	3	0	0	26	8	16	5.35714285714 %	9.375 %	0.0 %	5.35714285714 %	9.375 %	0.0 %
0x000004d0	32	6	6	4	0	0	4	0	0	24	6	6	9.09090909091 %	12.5 %	0.0 %	9.09090909091 %	12.5 %	0.0 %
0x00004960	32	6	6	3	1	0	3	0	0	26	5	6	9.09090909091 %	9.375 %	8.33333333333 %	6.81818181818 %	9.375 %	0.0 %
0x00046f80	32	6	6	3	1	0	3	0	0	26	5	6	9.09090909091 %	9.375 %	8.33333333333 %	6.81818181818 %	9.375 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-error.c:_dl_receive_error	31	11	15	2	1	0	2	0	0	27	10	15	5.26315789474 %	6.45161290323 %	3.84615384615 %	3.50877192982 %	6.45161290323 %	0.0 %
std::ctype<wchar_t>::ctype	31	11	13	3	2	1	3	0	1	25	9	11	10.9090909091 %	9.67741935484 %	12.5 %	7.27272727273 %	9.67741935484 %	4.16666666667 %
0x000025f0	31	6	6	4	0	0	4	0	0	23	6	6	9.3023255814 %	12.9032258065 %	0.0 %	9.3023255814 %	12.9032258065 %	0.0 %
TComSampleAdaptiveOffset::~TComSampleAdaptiveOffset	29	8	12	2	1	0	2	0	0	25	7	12	6.12244897959 %	6.89655172414 %	5.0 %	4.08163265306 %	6.89655172414 %	0.0 %
TEncSlice::TEncSlice	29	5	16	3	1	3	3	0	2	23	4	11	14.0 %	10.3448275862 %	19.0476190476 %	10.0 %	10.3448275862 %	9.52380952381 %
0x00046800	29	1	7	1	0	1	1	0	0	27	1	6	5.40540540541 %	3.44827586207 %	12.5 %	2.7027027027 %	3.44827586207 %	0.0 %
_GLOBAL__sub_I_encmain.cpp	28	10	13	5	4	0	4	0	0	19	6	13	17.6470588235 %	17.8571428571 %	17.3913043478 %	7.8431372549 %	14.2857142857 %	0.0 %
/build/buildd/eglibc-2.19/misc/init-misc.c:__init_misc	28	9	9	2	2	2	2	0	0	24	7	7	13.0434782609 %	7.14285714286 %	22.2222222222 %	4.34782608696 %	7.14285714286 %	0.0 %
TComTrQuant::init	27	12	10	3	0	2	3	0	1	21	12	7	10.2040816327 %	11.1111111111 %	9.09090909091 %	8.16326530612 %	11.1111111111 %	4.54545454545 %
TAppEncTop::printRateSummary	27	10	10	1	4	0	1	2	0	25	4	10	10.6382978723 %	3.7037037037 %	20.0 %	6.3829787234 %	3.7037037037 %	10.0 %
/build/buildd/eglibc-2.19/stdlib/cxa_thread_atexit_impl.c:__call_tls_dtors	27	10	9	5	4	2	5	2	1	17	4	6	23.9130434783 %	18.5185185185 %	31.5789473684 %	17.3913043478 %	18.5185185185 %	15.7894736842 %
TComPPS::~TComPPS	27	10	7	3	5	1	3	5	1	21	0	5	20.4545454545 %	11.1111111111 %	35.2941176471 %	20.4545454545 %	11.1111111111 %	35.2941176471 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memcpy.S:memcpy	26	10	4	4	4	0	4	0	0	18	6	4	20.0 %	15.3846153846 %	28.5714285714 %	10.0 %	15.3846153846 %	0.0 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memset.S:memset	26	10	4	4	3	0	4	0	0	18	7	4	17.5 %	15.3846153846 %	21.4285714286 %	10.0 %	15.3846153846 %	0.0 %
/build/buildd/eglibc-2.19/string/../sysdeps/i386/i686/multiarch/memcmp.S:bcmp	26	10	4	4	2	0	2	0	0	20	8	4	15.0 %	15.3846153846 %	14.2857142857 %	5.0 %	7.69230769231 %	0.0 %
std::messages<wchar_t>::messages	26	9	10	2	1	1	2	0	0	22	8	9	8.88888888889 %	7.69230769231 %	10.5263157895 %	4.44444444444 %	7.69230769231 %	0.0 %
std::messages<char>::messages	26	9	10	2	0	1	2	0	1	22	9	8	6.66666666667 %	7.69230769231 %	5.26315789474 %	6.66666666667 %	7.69230769231 %	5.26315789474 %
/build/buildd/eglibc-2.19/libio/fileops.c:_IO_file_setbuf@@GLIBC_2.1	26	7	13	2	0	0	1	0	0	23	7	13	4.34782608696 %	7.69230769231 %	0.0 %	2.17391304348 %	3.84615384615 %	0.0 %
TComScalingList::~TComScalingList	26	6	10	0	0	0	0	0	0	26	6	10	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
/build/buildd/eglibc-2.19/csu/errno-loc.c:__errno_location	25	15	5	3	3	0	1	0	0	21	12	5	13.3333333333 %	12.0 %	15.0 %	2.22222222222 %	4.0 %	0.0 %
TVideoIOYuv::skipFrames	25	12	6	3	0	1	3	0	0	19	12	5	9.3023255814 %	12.0 %	5.55555555556 %	6.97674418605 %	12.0 %	0.0 %
0x000025a0	25	9	9	4	6	0	4	5	0	17	-2	9	23.2558139535 %	16.0 %	33.3333333333 %	20.9302325581 %	16.0 %	27.7777777778 %
0x00004910	25	9	9	4	5	0	4	4	0	17	0	9	20.9302325581 %	16.0 %	27.7777777778 %	18.6046511628 %	16.0 %	22.2222222222 %
0x00046f30	25	9	9	3	6	1	3	4	0	19	-1	8	23.2558139535 %	12.0 %	38.8888888889 %	16.2790697674 %	12.0 %	22.2222222222 %
0x00000480	25	9	9	3	3	0	3	2	0	19	4	9	13.9534883721 %	12.0 %	16.6666666667 %	11.6279069767 %	12.0 %	11.1111111111 %
TComTrQuant::~TComTrQuant	25	8	10	2	3	0	2	2	0	21	3	10	11.6279069767 %	8.0 %	16.6666666667 %	9.3023255814 %	8.0 %	11.1111111111 %
/build/buildd/eglibc-2.19/elf/dl-tls.c:allocate_dtv	25	6	9	1	0	2	1	0	1	23	6	6	7.5 %	4.0 %	13.3333333333 %	5.0 %	4.0 %	6.66666666667 %
TEncGOP::init	25	3	13	3	0	4	3	0	0	19	3	9	17.0731707317 %	12.0 %	25.0 %	7.31707317073 %	12.0 %	0.0 %
TComTrQuant::TComTrQuant	24	8	13	3	4	1	3	0	1	18	4	11	17.7777777778 %	12.5 %	23.8095238095 %	8.88888888889 %	12.5 %	4.7619047619 %
0x000010d0	24	4	8	2	1	2	1	0	1	21	3	5	13.8888888889 %	8.33333333333 %	25.0 %	5.55555555556 %	4.16666666667 %	8.33333333333 %
/build/buildd/eglibc-2.19/ctype/ctype-info.c:__ctype_init	23	13	6	2	2	0	2	0	0	19	11	6	9.52380952381 %	8.69565217391 %	10.5263157895 %	4.7619047619 %	8.69565217391 %	0.0 %
std::codecvt<wchar_t,	23	8	8	2	1	1	2	0	1	19	7	6	10.2564102564 %	8.69565217391 %	12.5 %	7.69230769231 %	8.69565217391 %	6.25 %
std::codecvt<char,	23	8	8	1	1	1	1	0	1	21	7	6	7.69230769231 %	4.34782608696 %	12.5 %	5.12820512821 %	4.34782608696 %	6.25 %
std::locale::facet::_S_create_c_locale	22	8	9	3	2	1	3	0	0	16	6	8	15.3846153846 %	13.6363636364 %	17.6470588235 %	7.69230769231 %	13.6363636364 %	0.0 %
0x0005d050	22	6	10	2	2	1	2	0	0	18	4	9	13.1578947368 %	9.09090909091 %	18.75 %	5.26315789474 %	9.09090909091 %	0.0 %
TEncGOP::~TEncGOP	22	6	7	2	1	2	2	1	2	18	4	3	14.2857142857 %	9.09090909091 %	23.0769230769 %	14.2857142857 %	9.09090909091 %	23.0769230769 %
std::error_category::~error_category	21	9	6	2	1	0	2	1	0	17	7	6	8.33333333333 %	9.52380952381 %	6.66666666667 %	8.33333333333 %	9.52380952381 %	6.66666666667 %
std::error_category::error_category	21	9	6	1	1	0	1	0	0	19	8	6	5.55555555556 %	4.7619047619 %	6.66666666667 %	2.77777777778 %	4.7619047619 %	0.0 %
TEncRateCtrl::~TEncRateCtrl	21	7	7	2	0	0	2	0	0	17	7	7	5.71428571429 %	9.52380952381 %	0.0 %	5.71428571429 %	9.52380952381 %	0.0 %
/build/buildd/eglibc-2.19/elf/../misc/sbrk.c:sbrk	21	7	4	2	1	1	2	1	1	17	5	2	12.5 %	9.52380952381 %	18.1818181818 %	12.5 %	9.52380952381 %	18.1818181818 %
TEncSlice::~TEncSlice	21	5	9	2	0	1	2	0	1	17	5	7	8.57142857143 %	9.52380952381 %	7.14285714286 %	8.57142857143 %	9.52380952381 %	7.14285714286 %
std::__basic_file<char>::__basic_file	20	10	10	3	0	1	1	0	0	16	10	9	10.0 %	15.0 %	5.0 %	2.5 %	5.0 %	0.0 %
/build/buildd/eglibc-2.19/libio/fileops.c:_IO_file_close	20	10	5	3	0	0	2	0	0	15	10	5	8.57142857143 %	15.0 %	0.0 %	5.71428571429 %	10.0 %	0.0 %
std::ctype<char>::do_widen	20	7	7	2	0	0	2	0	0	16	7	7	5.88235294118 %	10.0 %	0.0 %	5.88235294118 %	10.0 %	0.0 %
_GLOBAL__sub_I_TAppEncCfg.cpp	20	6	9	2	1	0	2	0	0	16	5	9	8.57142857143 %	10.0 %	6.66666666667 %	5.71428571429 %	10.0 %	0.0 %
_GLOBAL__sub_I_TComPicYuv.cpp	20	6	9	2	1	0	2	0	0	16	5	9	8.57142857143 %	10.0 %	6.66666666667 %	5.71428571429 %	10.0 %	0.0 %
_GLOBAL__sub_I_TComPicSym.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComMotionInfo.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_SEI.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComChromaFormat.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TEncBinCoderCABACCounter.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TVideoIOYuv.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TEncSampleAdaptiveOffset.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComPicYuvMD5.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_program_options_lite.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TEncCavlc.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComPrediction.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TEncTop.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_SEIwrite.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TEncGOP.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TEncCu.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_SyntaxElementWriter.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComBitStream.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComPic.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TAppEncTop.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_ContextModel.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TEncEntropy.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComSampleAdaptiveOffset.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComWeightPrediction.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComInterpolationFilter.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_WeightPredAnalysis.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TEncPic.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TEncSlice.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TEncBinCoderCABAC.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TEncSbac.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComTrQuant.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_ContextModel3DBuffer.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComCABACTables.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComDataCU.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComRdCost.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_NALwrite.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComYuv.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComTU.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComSlice.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TEncPreanalyzer.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComLoopFilter.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TEncRateCtrl.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComRom.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComRdCostWeightPrediction.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
_GLOBAL__sub_I_TComPattern.cpp	20	6	9	1	0	0	1	0	0	18	6	9	2.85714285714 %	5.0 %	0.0 %	2.85714285714 %	5.0 %	0.0 %
std::locale::facet::_S_get_c_name	20	5	5	2	0	0	2	0	0	16	5	5	6.66666666667 %	10.0 %	0.0 %	6.66666666667 %	10.0 %	0.0 %
TEncSampleAdaptiveOffset::TEncSampleAdaptiveOffset	20	4	11	2	0	2	2	0	2	16	4	7	11.4285714286 %	10.0 %	13.3333333333 %	11.4285714286 %	10.0 %	13.3333333333 %
TEncCu::init	20	4	9	2	0	2	2	0	0	16	4	7	12.1212121212 %	10.0 %	15.3846153846 %	6.06060606061 %	10.0 %	0.0 %
profileToString	19	6	4	2	1	0	2	1	0	15	4	4	10.3448275862 %	10.5263157895 %	10.0 %	10.3448275862 %	10.5263157895 %	10.0 %
TEncSampleAdaptiveOffset::~TEncSampleAdaptiveOffset	19	5	9	1	0	1	1	0	0	17	5	8	6.06060606061 %	5.26315789474 %	7.14285714286 %	3.0303030303 %	5.26315789474 %	0.0 %
TAppEncTop::xDestroyLib	19	4	9	2	1	0	2	0	0	15	3	9	9.375 %	10.5263157895 %	7.69230769231 %	6.25 %	10.5263157895 %	0.0 %
df::program_options_lite::OptionFunc::parse	18	10	6	3	2	0	1	0	0	14	8	6	14.7058823529 %	16.6666666667 %	12.5 %	2.94117647059 %	5.55555555556 %	0.0 %
TEncGOP::xCalculateRVM	18	8	5	2	2	0	2	1	0	14	5	5	12.9032258065 %	11.1111111111 %	15.3846153846 %	9.67741935484 %	11.1111111111 %	7.69230769231 %
stringToInputColourSpaceConvert	18	8	4	1	0	0	1	0	0	16	8	4	3.33333333333 %	5.55555555556 %	0.0 %	3.33333333333 %	5.55555555556 %	0.0 %
/build/buildd/eglibc-2.19/elf/rtld.c:map_doit	18	7	7	2	0	1	2	0	1	14	7	5	9.375 %	11.1111111111 %	7.14285714286 %	9.375 %	11.1111111111 %	7.14285714286 %
0x0005afe0	18	5	8	3	1	0	3	0	0	12	4	8	12.9032258065 %	16.6666666667 %	7.69230769231 %	9.67741935484 %	16.6666666667 %	0.0 %
0x0804cf30	18	4	11	4	1	0	4	0	0	10	3	11	15.1515151515 %	22.2222222222 %	6.66666666667 %	12.1212121212 %	22.2222222222 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-tls.c:___tls_get_addr	17	8	2	2	3	0	2	3	0	13	2	2	18.5185185185 %	11.7647058824 %	30.0 %	18.5185185185 %	11.7647058824 %	30.0 %
0x000a3830	17	6	7	3	2	1	3	1	1	11	3	5	20.0 %	17.6470588235 %	23.0769230769 %	16.6666666667 %	17.6470588235 %	15.3846153846 %
/build/buildd/eglibc-2.19/elf/rtld.c:security_init	17	6	7	0	2	0	0	0	0	17	4	7	6.66666666667 %	0.0 %	15.3846153846 %	0.0 %	0.0 %	0.0 %
TComSPS::createRPSList	17	5	8	2	0	1	2	0	0	13	5	7	10.0 %	11.7647058824 %	7.69230769231 %	6.66666666667 %	11.7647058824 %	0.0 %
TComRdCost::TComRdCost	17	3	7	1	0	2	1	0	2	15	3	3	11.1111111111 %	5.88235294118 %	20.0 %	11.1111111111 %	5.88235294118 %	20.0 %
0x00002500	16	16	0	2	0	0	2	0	0	12	16	0	0 %	0 %	0 %	0 %	0 %	0 %
/build/buildd/eglibc-2.19/math/../sysdeps/i386/i686/fpu/multiarch/s_cosf.c:cosf	16	6	5	3	0	0	3	0	0	10	6	5	11.1111111111 %	18.75 %	0.0 %	11.1111111111 %	18.75 %	0.0 %
std::_Rb_tree<std::string,	16	6	5	0	0	0	0	0	0	16	6	5	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %	0.0 %
/build/buildd/eglibc-2.19/elf/rtld.c:version_check_doit	16	6	4	2	1	0	2	0	0	12	5	4	11.5384615385 %	12.5 %	10.0 %	7.69230769231 %	12.5 %	0.0 %
/build/buildd/eglibc-2.19/setjmp/../sysdeps/i386/bsd-_setjmp.S:_setjmp	16	5	7	2	0	1	2	0	0	12	5	6	10.7142857143 %	12.5 %	8.33333333333 %	7.14285714286 %	12.5 %	0.0 %
/build/buildd/eglibc-2.19/elf/dl-cache.c:_dl_unload_cache	16	4	6	2	1	0	2	0	0	12	3	6	11.5384615385 %	12.5 %	10.0 %	7.69230769231 %	12.5 %	0.0 %
0x000467d0	15	6	6	2	4	1	2	0	0	11	2	5	25.9259259259 %	13.3333333333 %	41.6666666667 %	7.40740740741 %	13.3333333333 %	0.0 %
/build/buildd/eglibc-2.19/elf/../sysdeps/unix/sysv/linux/i386/brk.c:brk	15	3	3	2	0	0	2	0	0	11	3	3	9.52380952381 %	13.3333333333 %	0.0 %	9.52380952381 %	13.3333333333 %	0.0 %
0x000003f0	15	3	3	1	0	0	1	0	0	13	3	3	4.7619047619 %	6.66666666667 %	0.0 %	4.7619047619 %	6.66666666667 %	0.0 %
0x00046ea0	15	3	3	1	0	0	1	0	0	13	3	3	4.7619047619 %	6.66666666667 %	0.0 %	4.7619047619 %	6.66666666667 %	0.0 %
0x00004880	15	3	3	1	0	0	1	0	0	13	3	3	4.7619047619 %	6.66666666667 %	0.0 %	4.7619047619 %	6.66666666667 %	0.0 %
